
=== SHEET: HuggingFace ===
category,model_id,model_name,likes,downloads,private,pipeline_tag,library_name,created_at,tags,gated,disabled
Compared to other leading propr",32768,text->text,text,text,Other,,0.000002,0.000008,0,0,0,0,32768,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; response_format; structured_outputs; top_k; seed
openai/gpt-4o-mini-search-preview,openai/gpt-4o-mini-search-preview-2025-03-11,,OpenAI: GPT-4o-mini Search Preview,1741818122,GPT-4o mini Search Preview is a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.,128000,text->text,text,text,GPT,,0.00000015,0.0000006,0.0275,0.000217,0,0,128000,16384,Yes,web_search_options; max_tokens; response_format; structured_outputs
openai/gpt-4o-search-preview,openai/gpt-4o-search-preview-2025-03-11,,OpenAI: GPT-4o Search Preview,1741817949,GPT-4o Search Previewis a specialized model for web search in Chat Completions. It is trained to understand and execute web search queries.,128000,text->text,text,text,GPT,,0.0000025,0.00001,0.035,0.003613,0,0,128000,16384,Yes,web_search_options; max_tokens; response_format; structured_outputs
rekaai/reka-flash-3:free,rekaai/reka-flash-3,RekaAI/reka-flash-3,Reka: Flash 3 (free),1741812813,"Reka Flash 3 is a general-purpose, instruction-tuned large language model with 21 billion parameters, developed by Reka. It excels at general chat, coding tasks, instruction-following, and function ca",32768,text->text,text,text,Other,,0,0,0,0,0,0,32768,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
rekaai/reka-flash-3,rekaai/reka-flash-3,RekaAI/reka-flash-3,Reka: Flash 3,1741812813,"Reka Flash 3 is a general-purpose, instruction-tuned large language model with 21 billion parameters, developed by Reka. It excels at general chat, coding tasks, instruction-following, and function ca",32768,text->text,text,text,Other,,0.000000013,0.000000013,0,0,0,0,32768,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
google/gemma-3-27b-it:free,google/gemma-3-27b-it,,Google: Gemma 3 27B (free),1741756359,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, ",96000,text+image->text,text; image,text,Gemini,gemma,0,0,0,0,0,0,96000,8192,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs; response_format; structured_outputs
google/gemma-3-27b-it,google/gemma-3-27b-it,,Google: Gemma 3 27B,1741756359,"Gemma 3 introduces multimodality, supporting vision-language input and text outputs. It handles context windows up to 128k tokens, understands over 140 languages, and offers improved math, reasoning, ",131072,text+image->text,text; image,text,Gemini,gemma,0.00000009,0.00000017,0,0.0000256,0,0,131072,16384,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; repetition_penalty; response_format; top_k; seed; min_p; logprobs; logit_bias; top_logprobs
thedrummer/anubis-pro-105b-v1,thedrummer/anubis-pro-105b-v1,TheDrummer/Anubis-Pro-105B-v1,TheDrummer: Anubis Pro 105B V1,1741642290,"Anubis Pro 105B v1 is an expanded and refined variant of Meta’s Llama 3.3 70B, featuring 50% additional layers and further fine-tuning to leverage its increased capacity. Designed for advanced narrati",131072,text->text,text,text,Other,,0.0000005,0.000001,0,0,0,0,131072,131072,No,max_tokens; temperature; top_p; frequency_penalty; min_p; presence_penalty; repetition_penalty; seed; stop; top_k
thedrummer/skyfall-36b-v2,thedrummer/skyfall-36b-v2,TheDrummer/Skyfall-36B-v2,TheDrummer: Skyfall 36B V2,1741636566,"Skyfall 36B v2 is an enhanced iteration of Mistral Small 2501, specifically fine-tuned for improved creativity, nuanced writing, role-playing, and coherent storytelling.",32768,text->text,text,text,Other,,0.0000000728,0.0000000728,0,0,0,0,32768,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; response_format; structured_outputs; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
microsoft/phi-4-multimodal-instruct,microsoft/phi-4-multimodal-instruct,microsoft/Phi-4-multimodal-instruct,Microsoft: Phi 4 Multimodal Instruct,1741396284,"Phi-4 Multimodal Instruct is a versatile 5.6B parameter foundation model that combines advanced reasoning and instruction-following capabilities across both text and visual inputs, providing accurate ",131072,text+image->text,text; image,text,Other,,0.00000005,0.0000001,0,0.00017685,0,0,131072,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; repetition_penalty; response_format; top_k; seed; min_p
perplexity/sonar-reasoning-pro,perplexity/sonar-reasoning-pro,,Perplexity: Sonar Reasoning Pro,1741313308,"Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexity.ai/guides/pricing#detailed-pricing-breakdown-for-sonar-reasoning-pro-and-sonar-pro)

Sonar Reason",128000,text+image->text,text; image,text,Other,deepseek-r1,0.000002,0.000008,0,0,0,0.005,128000,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; web_search_options; top_k; frequency_penalty; presence_penalty
perplexity/sonar-pro,perplexity/sonar-pro,,Perplexity: Sonar Pro,1741312423,"Note: Sonar Pro pricing includes Perplexity search pricing. See [details here](https://docs.perplexity.ai/guides/pricing#detailed-pricing-breakdown-for-sonar-reasoning-pro-and-sonar-pro)

For enterpri",200000,text+image->text,text; image,text,Other,,0.000003,0.000015,0,0,0,0.005,200000,8000,No,max_tokens; temperature; top_p; web_search_options; top_k; frequency_penalty; presence_penalty
perplexity/sonar-deep-research,perplexity/sonar-deep-research,,Perplexity: Sonar Deep Research,1741311246,"Sonar Deep Research is a research-focused model designed for multi-step retrieval, synthesis, and reasoning across complex topics. It autonomously searches, reads, and evaluates sources, refining its ",128000,text->text,text,text,Other,deepseek-r1,0.000002,0.000008,0,0,0,0.005,128000,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; top_k; frequency_penalty; presence_penalty
qwen/qwq-32b:free,qwen/qwq-32b,Qwen/QwQ-32B,Qwen: QwQ 32B (free),1741208814,"QwQ is the reasoning model of the Qwen series. Compared with conventional instruction-tuned models, QwQ, which is capable of thinking and reasoning, can achieve significantly enhanced performance in d",32768,text->text,text,text,Qwen,qwq,0,0,0,0,0,0,32768,,No,max_tokens; temperature; top_p; structured_outputs; response_format; stop; frequency_penalty; presence_penalty; top_k
qwen/qwq-32b,qwen/qwq-32b,Qwen/QwQ-32B,Qwen: QwQ 32B,1741208814,"QwQ is the reasoning model of the Qwen series. Compared with conventional instruction-tuned models, QwQ, which is capable of thinking and reasoning, can achieve significantly enhanced performance in d",131072,text->text,text,text,Qwen,qwq,0.000000075,0.00000015,0,0,0,0,131072,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; response_format; structured_outputs; top_k; repetition_penalty; logit_bias; min_p; logprobs; top_logprobs; seed
nousresearch/deephermes-3-llama-3-8b-preview:free,nousresearch/deephermes-3-llama-3-8b-preview,NousResearch/DeepHermes-3-Llama-3-8B-Preview,Nous: DeepHermes 3 Llama 3 8B Preview (free),1740719372,"DeepHermes 3 Preview is the latest version of our flagship Hermes series of LLMs by Nous Research, and one of the first models in the world to unify Reasoning (long chains of thought that improve answ",131072,text->text,text,text,Other,,0,0,0,0,0,0,131072,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
google/gemini-2.0-flash-lite-001,google/gemini-2.0-flash-lite-001,,Google: Gemini 2.0 Flash Lite,1740506212,"Gemini 2.0 Flash Lite offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemin",1048576,text+image->text,text; image; file,text,Gemini,,0.000000075,0.0000003,0,0,0,0,1048576,8192,No,max_tokens; temperature; top_p; tools; tool_choice; stop; response_format; structured_outputs
anthropic/claude-3.7-sonnet,anthropic/claude-3-7-sonnet-20250219,,Anthropic: Claude 3.7 Sonnet,1740422110,"Claude 3.7 Sonnet is an advanced large language model with improved reasoning, coding, and problem-solving capabilities. It introduces a hybrid reasoning approach, allowing users to choose between rap",200000,text+image->text,text; image,text,Claude,,0.000003,0.000015,0,0.0048,0,0,200000,64000,No,max_tokens; temperature; stop; reasoning; include_reasoning; tools; tool_choice; top_p; top_k
anthropic/claude-3.7-sonnet:thinking,anthropic/claude-3-7-sonnet-20250219,,Anthropic: Claude 3.7 Sonnet (thinking),1740422110,"Claude 3.7 Sonnet is an advanced large language model with improved reasoning, coding, and problem-solving capabilities. It introduces a hybrid reasoning approach, allowing users to choose between rap",200000,text+image->text,text; image,text,Claude,,0.000003,0.000015,0,0.0048,0,0,200000,64000,No,max_tokens; temperature; stop; reasoning; include_reasoning; tools; tool_choice
anthropic/claude-3.7-sonnet:beta,anthropic/claude-3-7-sonnet-20250219,,Anthropic: Claude 3.7 Sonnet (self-moderated),1740422110,"Claude 3.7 Sonnet is an advanced large language model with improved reasoning, coding, and problem-solving capabilities. It introduces a hybrid reasoning approach, allowing users to choose between rap",200000,text+image->text,text; image,text,Claude,,0.000003,0.000015,0,0.0048,0,0,200000,128000,No,max_tokens; temperature; stop; reasoning; include_reasoning; tools; tool_choice
perplexity/r1-1776,perplexity/r1-1776,perplexity-ai/r1-1776,Perplexity: R1 1776,1740004929,R1 1776 is a version of DeepSeek-R1 that has been post-trained to remove censorship constraints related to topics restricted by the Chinese government. The model retains its original reasoning capabil,128000,text->text,text,text,DeepSeek,deepseek-r1,0.000002,0.000008,0,0,0,0,128000,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; top_k; frequency_penalty; presence_penalty; stop; repetition_penalty; logit_bias; min_p; response_format
mistralai/mistral-saba,mistralai/mistral-saba-2502,,Mistral: Saba,1739803239,"Mistral Saba is a 24B-parameter language model specifically designed for the Middle East and South Asia, delivering accurate and contextually relevant responses while maintaining efficient performance",32768,text->text,text,text,Mistral,,0.0000002,0.0000006,0,0,0,0,32768,,No,max_tokens; temperature; top_p; tools; tool_choice; stop; frequency_penalty; presence_penalty; response_format; structured_outputs; seed
cognitivecomputations/dolphin3.0-r1-mistral-24b:free,cognitivecomputations/dolphin3.0-r1-mistral-24b,cognitivecomputations/Dolphin3.0-R1-Mistral-24B,Dolphin3.0 R1 Mistral 24B (free),1739462498,"Dolphin 3.0 R1 is the next generation of the Dolphin series of instruct-tuned models.  Designed to be the ultimate general purpose local model, enabling coding, math, agentic, function calling, and ge",32768,text->text,text,text,Other,deepseek-r1,0,0,0,0,0,0,32768,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
cognitivecomputations/dolphin3.0-r1-mistral-24b,cognitivecomputations/dolphin3.0-r1-mistral-24b,cognitivecomputations/Dolphin3.0-R1-Mistral-24B,Dolphin3.0 R1 Mistral 24B,1739462498,"Dolphin 3.0 R1 is the next generation of the Dolphin series of instruct-tuned models.  Designed to be the ultimate general purpose local model, enabling coding, math, agentic, function calling, and ge",32768,text->text,text,text,Other,deepseek-r1,0.000000013,0.000000013,0,0,0,0,32768,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
cognitivecomputations/dolphin3.0-mistral-24b:free,cognitivecomputations/dolphin3.0-mistral-24b,cognitivecomputations/Dolphin3.0-Mistral-24B,Dolphin3.0 Mistral 24B (free),1739462019,"Dolphin 3.0 is the next generation of the Dolphin series of instruct-tuned models.  Designed to be the ultimate general purpose local model, enabling coding, math, agentic, function calling, and gener",32768,text->text,text,text,Other,,0,0,0,0,0,0,32768,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
meta-llama/llama-guard-3-8b,meta-llama/llama-guard-3-8b,meta-llama/Llama-Guard-3-8B,Llama Guard 3 8B,1739401318,"Llama Guard 3 is a Llama-3.1-8B pretrained model, fine-tuned for content safety classification. Similar to previous versions, it can be used to classify content in both LLM inputs (prompt classificati",131072,text->text,text,text,Llama3,none,0.00000002,0.00000006,0,0,0,0,131072,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; top_k; repetition_penalty; logit_bias; min_p; response_format; seed; logprobs; top_logprobs
openai/o3-mini-high,openai/o3-mini-high-2025-01-31,,OpenAI: o3 Mini High,1739372611,"OpenAI o3-mini-high is the same model as [o3-mini](/openai/o3-mini) with reasoning_effort set to high. 

o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly exc",200000,text->text,text,text,Other,,0.0000011,0.0000044,0,0,0,0,200000,100000,Yes,tools; tool_choice; seed; max_tokens; response_format; structured_outputs
deepseek/deepseek-r1-distill-llama-8b,deepseek/deepseek-r1-distill-llama-8b,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,DeepSeek: R1 Distill Llama 8B,1738937718,"DeepSeek R1 Distill Llama 8B is a distilled large language model based on [Llama-3.1-8B-Instruct](/meta-llama/llama-3.1-8b-instruct), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). The model",32000,text->text,text,text,Llama3,deepseek-r1,0.00000004,0.00000004,0,0,0,0,32000,32000,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logit_bias
google/gemini-2.0-flash-001,google/gemini-2.0-flash-001,,Google: Gemini 2.0 Flash,1738769413,"Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro",1048576,text+image->text,text; image; file,text,Gemini,,0.0000001,0.0000004,0,0.0000258,0,0,1048576,8192,No,max_tokens; temperature; top_p; tools; tool_choice; stop; response_format; structured_outputs
qwen/qwen-vl-plus,qwen/qwen-vl-plus,,Qwen: Qwen VL Plus,1738731255,"Qwen's Enhanced Large Visual Language Model. Significantly upgraded for detailed recognition capabilities and text recognition abilities, supporting ultra-high pixel resolutions up to millions of pixe",7500,text+image->text,text; image,text,Qwen,,0.00000021,0.00000063,0,0.0002688,0,0,7500,1500,No,max_tokens; temperature; top_p; seed; response_format; presence_penalty
aion-labs/aion-1.0,aion-labs/aion-1.0,,AionLabs: Aion-1.0,1738697557,"Aion-1.0 is a multi-model system designed for high performance across various tasks, including reasoning and coding. It is built on DeepSeek-R1, augmented with additional models and techniques such as",131072,text->text,text,text,Other,,0.000004,0.000008,0,0,0,0,131072,32768,No,max_tokens; temperature; top_p; reasoning; include_reasoning
aion-labs/aion-1.0-mini,aion-labs/aion-1.0-mini,FuseAI/FuseO1-DeepSeekR1-QwQ-SkyT1-32B-Preview,AionLabs: Aion-1.0-Mini,1738697107,"Aion-1.0-Mini 32B parameter model is a distilled version of the DeepSeek-R1 model, designed for strong performance in reasoning domains such as mathematics, coding, and logic. It is a modified variant",131072,text->text,text,text,Other,,0.0000007,0.0000014,0,0,0,0,131072,32768,No,max_tokens; temperature; top_p; reasoning; include_reasoning
aion-labs/aion-rp-llama-3.1-8b,aion-labs/aion-rp-llama-3.1-8b,,AionLabs: Aion-RP 1.0 (8B),1738696718,"Aion-RP-Llama-3.1-8B ranks the highest in the character evaluation portion of the RPBench-Auto benchmark, a roleplaying-specific variant of Arena-Hard-Auto, where LLMs evaluate each other’s responses.",32768,text->text,text,text,Other,,0.0000002,0.0000002,0,0,0,0,32768,32768,No,max_tokens; temperature; top_p
qwen/qwen-vl-max,qwen/qwen-vl-max-2025-01-25,,Qwen: Qwen VL Max,1738434304,"Qwen VL Max is a visual understanding model with 7500 tokens context length. It excels in delivering optimal performance for a broader spectrum of complex tasks.
",7500,text+image->text,text; image,text,Qwen,,0.0000008,0.0000032,0,0.001024,0,0,7500,1500,No,max_tokens; temperature; top_p; seed; response_format; presence_penalty
qwen/qwen-turbo,qwen/qwen-turbo-2024-11-01,,Qwen: Qwen-Turbo,1738410974,"Qwen-Turbo, based on Qwen2.5, is a 1M context model that provides fast speed and low cost, suitable for simple tasks.",1000000,text->text,text,text,Qwen,,0.00000005,0.0000002,0,0,0,0,1000000,8192,No,max_tokens; temperature; top_p; tools; tool_choice; seed; response_format; presence_penalty
qwen/qwen2.5-vl-72b-instruct:free,qwen/qwen2.5-vl-72b-instruct,Qwen/Qwen2.5-VL-72B-Instruct,Qwen: Qwen2.5 VL 72B Instruct (free),1738410311,"Qwen2.5-VL is proficient in recognizing common objects such as flowers, birds, fish, and insects. It is also highly capable of analyzing texts, charts, icons, graphics, and layouts within images.",32768,text+image->text,text; image,text,Qwen,,0,0,0,0,0,0,32768,,No,max_tokens; temperature; top_p; structured_outputs; response_format; stop; frequency_penalty; presence_penalty; top_k; seed
qwen/qwen2.5-vl-72b-instruct,qwen/qwen2.5-vl-72b-instruct,Qwen/Qwen2.5-VL-72B-Instruct,Qwen: Qwen2.5 VL 72B Instruct,1738410311,"Qwen2.5-VL is proficient in recognizing common objects such as flowers, birds, fish, and insects. It is also highly capable of analyzing texts, charts, icons, graphics, and layouts within images.",32000,text+image->text,text; image,text,Qwen,,0.00000025,0.00000075,0,0,0,0,32000,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logit_bias; response_format; logprobs; top_logprobs
qwen/qwen-plus,qwen/qwen-plus-2025-01-25,,Qwen: Qwen-Plus,1738409840,"Qwen-Plus, based on the Qwen2.5 foundation model, is a 131K context model with a balanced performance, speed, and cost combination.",131072,text->text,text,text,Qwen,,0.0000004,0.0000012,0,0,0,0,131072,8192,No,max_tokens; temperature; top_p; tools; tool_choice; seed; response_format; presence_penalty
qwen/qwen-max,qwen/qwen-max-2025-01-25,,Qwen: Qwen-Max ,1738402289,"Qwen-Max, based on Qwen2.5, provides the best inference performance among [Qwen models](/qwen), especially for complex multi-step tasks. It's a large-scale MoE model that has been pretrained on over 2",32768,text->text,text,text,Qwen,,0.0000016,0.0000064,0,0,0,0,32768,8192,No,max_tokens; temperature; top_p; tools; tool_choice; seed; response_format; presence_penalty
openai/o3-mini,openai/o3-mini-2025-01-31,,OpenAI: o3 Mini,1738351721,"OpenAI o3-mini is a cost-efficient language model optimized for STEM reasoning tasks, particularly excelling in science, mathematics, and coding.

This model supports the `reasoning_effort` parameter,",200000,text->text,text,text,Other,,0.0000011,0.0000044,0,0,0,0,200000,100000,Yes,tools; tool_choice; seed; max_tokens; response_format; structured_outputs
deepseek/deepseek-r1-distill-qwen-1.5b,deepseek/deepseek-r1-distill-qwen-1.5b,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,DeepSeek: R1 Distill Qwen 1.5B,1738328067,"DeepSeek R1 Distill Qwen 1.5B is a distilled large language model based on  [Qwen 2.5 Math 1.5B](https://huggingface.co/Qwen/Qwen2.5-Math-1.5B), using outputs from [DeepSeek R1](/deepseek/deepseek-r1)",131072,text->text,text,text,Other,deepseek-r1,0.00000018,0.00000018,0,0,0,0,131072,32768,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; top_k; repetition_penalty; logit_bias; min_p; response_format
mistralai/mistral-small-24b-instruct-2501:free,mistralai/mistral-small-24b-instruct-2501,mistralai/Mistral-Small-24B-Instruct-2501,Mistral: Mistral Small 3 (free),1738255409,"Mistral Small 3 is a 24B-parameter language model optimized for low-latency performance across common AI tasks. Released under the Apache 2.0 license, it features both pre-trained and instruction-tune",32768,text->text,text,text,Mistral,,0,0,0,0,0,0,32768,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,mistralai/Mistral-Small-24B-Instruct-2501,Mistral: Mistral Small 3,1738255409,"Mistral Small 3 is a 24B-parameter language model optimized for low-latency performance across common AI tasks. Released under the Apache 2.0 license, it features both pre-trained and instruction-tune",32768,text->text,text,text,Mistral,,0.00000003,0.00000003,0,0,0,0,32768,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs; response_format; tools; tool_choice; structured_outputs
deepseek/deepseek-r1-distill-qwen-32b,deepseek/deepseek-r1-distill-qwen-32b,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,DeepSeek: R1 Distill Qwen 32B,1738194830,"DeepSeek R1 Distill Qwen 32B is a distilled large language model based on [Qwen 2.5 32B](https://huggingface.co/Qwen/Qwen2.5-32B), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). It outperfor",131072,text->text,text,text,Qwen,deepseek-r1,0.000000075,0.00000015,0,0,0,0,131072,16384,No,max_tokens; temperature; top_p; reasoning; include_reasoning; seed; stop; frequency_penalty; presence_penalty; top_k; min_p; repetition_penalty; logit_bias; response_format
deepseek/deepseek-r1-distill-qwen-14b:free,deepseek/deepseek-r1-distill-qwen-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,DeepSeek: R1 Distill Qwen 14B (free),1738193940,"DeepSeek R1 Distill Qwen 14B is a distilled large language model based on [Qwen 2.5 14B](https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B), using outputs from [DeepSeek R1](/deepseek/de",64000,text->text,text,text,Qwen,deepseek-r1,0,0,0,0,0,0,64000,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs
deepseek/deepseek-r1-distill-qwen-14b,deepseek/deepseek-r1-distill-qwen-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,DeepSeek: R1 Distill Qwen 14B,1738193940,"DeepSeek R1 Distill Qwen 14B is a distilled large language model based on [Qwen 2.5 14B](https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B), using outputs from [DeepSeek R1](/deepseek/de",64000,text->text,text,text,Qwen,deepseek-r1,0.00000015,0.00000015,0,0,0,0,64000,32000,No,max_tokens; temperature; top_p; reasoning; include_reasoning; seed; stop; frequency_penalty; presence_penalty; top_k; min_p; repetition_penalty; logit_bias; response_format
perplexity/sonar-reasoning,perplexity/sonar-reasoning,,Perplexity: Sonar Reasoning,1738131107,"Sonar Reasoning is a reasoning model provided by Perplexity based on [DeepSeek R1](/deepseek/deepseek-r1).

It allows developers to utilize long chain of thought with built-in web search. Sonar Reason",127000,text->text,text,text,Other,deepseek-r1,0.000001,0.000005,0.005,0,0,0,127000,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; web_search_options; top_k; frequency_penalty; presence_penalty
perplexity/sonar,perplexity/sonar,,Perplexity: Sonar,1738013808,"Sonar is lightweight, affordable, fast, and simple to use — now featuring citations and the ability to customize sources. It is designed for companies seeking to integrate lightweight question-and-ans",127072,text+image->text,text; image,text,Other,,0.000001,0.000001,0.005,0,0,0,127072,,No,max_tokens; temperature; top_p; web_search_options; top_k; frequency_penalty; presence_penalty
liquid/lfm-7b,liquid/lfm-7b,,Liquid: LFM 7B,1737806883,"LFM-7B, a new best-in-class language model. LFM-7B is designed for exceptional chat capabilities, including languages like Arabic and Japanese. Powered by the Liquid Foundation Model (LFM) architectur",32768,text->text,text,text,Other,chatml,0.00000001,0.00000001,0,0,0,0,32768,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty; logit_bias; logprobs; top_logprobs; response_format
liquid/lfm-3b,liquid/lfm-3b,,Liquid: LFM 3B,1737806501,"Liquid's LFM 3B delivers incredible performance for its size. It positions itself as first place among 3B parameter transformers, hybrids, and RNN models It is also on par with Phi-3.5-mini on multipl",32768,text->text,text,text,Other,chatml,0.00000002,0.00000002,0,0,0,0,32768,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; repetition_penalty
deepseek/deepseek-r1-distill-llama-70b:free,deepseek/deepseek-r1-distill-llama-70b,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,DeepSeek: R1 Distill Llama 70B (free),1737663169,"DeepSeek R1 Distill Llama 70B is a distilled large language model based on [Llama-3.3-70B-Instruct](/meta-llama/llama-3.3-70b-instruct), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). The mo",8192,text->text,text,text,Llama3,deepseek-r1,0,0,0,0,0,0,8192,4096,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; top_k; repetition_penalty; logit_bias; min_p; response_format; seed; logprobs; top_logprobs
deepseek/deepseek-r1-distill-llama-70b,deepseek/deepseek-r1-distill-llama-70b,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,DeepSeek: R1 Distill Llama 70B,1737663169,"DeepSeek R1 Distill Llama 70B is a distilled large language model based on [Llama-3.3-70B-Instruct](/meta-llama/llama-3.3-70b-instruct), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). The mo",131072,text->text,text,text,Llama3,deepseek-r1,0.00000005,0.00000005,0,0,0,0,131072,,No,max_tokens; temperature; top_p; reasoning; include_reasoning; seed; stop; frequency_penalty; presence_penalty; top_k; min_p; repetition_penalty; logprobs; logit_bias; top_logprobs; tools; tool_choice; response_format; structured_outputs
deepseek/deepseek-r1:free,deepseek/deepseek-r1,deepseek-ai/DeepSeek-R1,DeepSeek: R1 (free),1737381095,"DeepSeek R1 is here: Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens. It's 671B parameters in size, with 37B active in an inference pass.

Fully ",163840,text->text,text,text,DeepSeek,deepseek-r1,0,0,0,0,0,0,163840,,No,max_tokens; reasoning; include_reasoning; temperature
deepseek/deepseek-r1,deepseek/deepseek-r1,deepseek-ai/DeepSeek-R1,DeepSeek: R1,1737381095,"DeepSeek R1 is here: Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens. It's 671B parameters in size, with 37B active in an inference pass.

Fully ",163840,text->text,text,text,DeepSeek,deepseek-r1,0.0000004,0.000002,0,0,0,0,163840,163840,No,max_tokens; temperature; top_p; reasoning; include_reasoning; stop; frequency_penalty; presence_penalty; seed; top_k; min_p; logit_bias; top_logprobs; response_format; structured_outputs; repetition_penalty; logprobs; tools; tool_choice
minimax/minimax-01,minimax/minimax-01,MiniMaxAI/MiniMax-Text-01,MiniMax: MiniMax-01,1736915462,"MiniMax-01 is a combines MiniMax-Text-01 for text generation and MiniMax-VL-01 for image understanding. It has 456 billion parameters, with 45.9 billion parameters activated per inference, and can han",1000192,text+image->text,text; image,text,Other,,0.0000002,0.0000011,0,0,0,0,1000192,1000192,No,max_tokens; temperature; top_p
mistralai/codestral-2501,mistralai/codestral-2501,,Mistral: Codestral 2501,1736895522,"[Mistral](/mistralai)'s cutting-edge language model for coding. Codestral specializes in low-latency, high-frequency tasks such as fill-in-the-middle (FIM), code correction and test generation. 

Lear",262144,text->text,text,text,Mistral,,0.0000003,0.0000009,0,0,0,0,262144,,No,max_tokens; temperature; top_p; tools; tool_choice; stop; frequency_penalty; presence_penalty; response_format; structured_outputs; seed
microsoft/phi-4,microsoft/phi-4,microsoft/phi-4,Microsoft: Phi 4,1736489872,"[Microsoft Research](/microsoft) Phi-4 is designed to perform well in complex reasoning tasks and can operate efficiently in situations with limited memory or where quick responses are needed. 

At 14",16384,text->text,text,text,Other,,0.00000006,0.00000014,0,0,0,0,16384,,No,max_tokens; temperature; top_p; stop; frequency_penalty; presence_penalty; response_format; structured_outputs; seed; top_k; logit_bias; logprobs; top_logprobs; repetition_penalty; min_p
